update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,35,0.000000,"[0.000000]",1,5000,0.003000,0.003000,"[0.003000]",0.000000,"[0.000000]",0.003000,"[0.003000]",-1,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30353,0.000000,"[0.000000]",1,5151,138.423000,148.423000,"[148.423000]",20.000000,"[20.000000]",138.423000,"[138.423000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",74.000000,"[74]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60373,0.000000,"[0.000000]",1,4957,116.554000,126.554000,"[126.554000]",20.000000,"[20.000000]",116.554000,"[116.554000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",63.000000,"[63]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90319,0.000000,"[0.000000]",1,6816,128.535000,138.535000,"[138.535000]",20.000000,"[20.000000]",128.535000,"[128.535000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",69.000000,"[69]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120365,0.000000,"[0.000000]",1,6702,152.503000,162.503000,"[162.503000]",20.000000,"[20.000000]",152.503000,"[152.503000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",81.000000,"[81]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150397,0.000000,"[0.000000]",1,4839,202.610000,212.610000,"[212.610000]",20.000000,"[20.000000]",202.610000,"[202.610000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",106.000000,"[106]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180359,0.000000,"[0.000000]",1,6633,260.784000,270.784000,"[270.784000]",20.000000,"[20.000000]",260.784000,"[260.784000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",135.000000,"[135]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210374,0.000000,"[0.000000]",1,6669,5.019000,15.019000,"[15.019000]",20.000000,"[20.000000]",5.019000,"[5.019000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240377,0.000000,"[0.000000]",1,7943,264.858000,274.858000,"[274.858000]",20.000000,"[20.000000]",264.858000,"[264.858000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",137.000000,"[137]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270309,0.000000,"[0.000000]",1,8740,354.981000,364.981000,"[364.981000]",20.000000,"[20.000000]",354.981000,"[354.981000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",182.000000,"[182]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
