16
0:1,1 0.001 -1 -1 1,2 0.003 1 -1 3,1 0.002 1 -1 0.002 50 3,15 0.001 1 -1 0,14 0.003 -1 -1 2,14 0.002 1 0 0.001 50 15,1 0.001 1 0 12,2 0.003 0 1 13,3 0.002 1 0 0.001 50 14,13 0.001 -1 -1 14,14 0.003 1 1 12,13 0.002 -1 -1 0.003 50 ::f,1,13 f,2,1 f,14,1 f,15,12 
1:0,0 0.001 -1 -1 1,2 0.003 1 -1 3,1 0.002 0 -1 0.003 50 3,15 0.001 1 -1 0,14 0.003 -1 0 2,14 0.001 1 0 0.001 50 15,1 0.001 1 -1 12,2 0.001 0 1 14,3 0.002 1 0 0.002 50 14,13 0.001 -1 -1 15,15 0.003 1 1 12,13 0.002 -1 0 0.004 50 ::f,1,13 f,2,1 f,14,1 f,15,12 
2:0,0 0.001 -1 -1 1,2 0.001 1 -1 3,0 0.002 0 -1 0.0041 65 3,15 0.001 0 -1 0,14 0.003 -1 1 2,14 0.001 1 0 0.001 50 15,1 0.001 0 -1 12,2 0.001 0 1 15,3 0.002 1 0 0.003 50 14,13 0.001 -1 -1 15,15 0.001 1 1 12,13 0.002 -1 1 0.004 50 ::f,1,1 f,1,13 f,14,1 f,15,12 
3:0,0 0.001 -1 0 1,2 0.001 1 -1 3,0 0.001 0 -1 0.0041 65 3,15 0.001 -1 -1 0,14 0.003 0 1 2,14 0.003 1 0 0.001 45 15,0 0.001 0 -1 12,2 0.003 0 1 15,3 0.001 1 0 0.004 45 14,13 0.001 -1 0 15,15 0.001 1 0 12,13 0.002 0 1 0.004 50 ::f,1,1 f,1,13 s,3,14 s,12,3 f,14,1 f,15,12 
4:0,0 0.001 -1 1 2,1 0.001 1 -1 3,0 0.001 -1 -1 0.0051 65 3,15 0.001 -1 -1 0,15 0.003 0 1 2,14 0.001 1 0 0.002 45 15,0 0.001 0 -1 12,2 0.003 0 1 15,3 0.001 1 -1 0.004 45 13,13 0.001 -1 0 15,15 0.001 1 -1 12,14 0.002 0 1 0.006 50 ::f,1,1 f,1,13 s,3,14 s,12,3 f,14,1 f,15,12 
5:0,0 0.001 0 1 2,1 0.001 1 -1 3,0 0.001 -1 0 0.0051 65 3,15 0.001 -1 -1 0,15 0.001 0 1 2,14 0.001 1 0 0.002 45 15,0 0.001 -1 -1 12,2 0.001 0 1 15,3 0.001 0 -1 0.004 45 13,13 0.001 -1 0 15,15 0.001 0 -1 12,15 0.002 0 1 0.007 50 ::f,1,1 f,1,13 s,3,14 s,12,3 f,14,1 f,15,12 
6:0,1 0.001 0 1 2,1 0.001 0 -1 2,0 0.001 -1 0 0.0071 65 3,15 0.001 -1 -1 0,15 0.001 1 1 2,14 0.003 1 0 0.002 45 15,0 0.001 -1 0 12,2 0.001 0 1 15,2 0.001 0 -1 0.005 45 13,13 0.001 -1 1 15,14 0.001 0 -1 12,15 0.001 0 1 0.008 50 ::f,1,1 f,1,13 s,3,14 s,12,3 f,14,1 f,15,12 
7:0,2 0.001 0 1 2,1 0.001 -1 -1 1,0 0.001 -1 0 0.0091 65 3,15 0.001 -1 0 0,15 0.001 1 0 2,14 0.003 1 0 0.002 45 14,0 0.001 -1 0 12,2 0.003 0 1 15,1 0.001 0 -1 0.007 45 13,13 0.001 0 1 15,13 0.001 0 -1 12,15 0.001 1 1 0.009 50 ::f,1,1 f,1,13 s,3,14 s,12,3 f,14,1 f,15,12 
8:0,3 0.001 0 1 2,1 0.001 -1 0 0,0 0.001 -1 0 0.0111 65 2,15 0.001 -1 0 1,15 0.001 1 0 2,14 0.003 1 0 0.004 45 13,0 0.001 -1 0 12,2 0.003 0 1 15,0 0.001 0 -1 0.009 45 13,14 0.001 0 1 15,13 0.001 0 -1 12,15 0.001 1 0 0.0101 65 ::f,1,1 f,1,13 s,3,14 s,12,3 f,13,13 f,14,1 
9:0,3 0.001 0 1 2,1 0.001 -1 0 0,0 0.001 -1 0 0.0111 65 2,15 0.001 -1 0 1,15 0.001 1 0 2,14 0.003 1 0 0.004 45 12,0 0.001 -1 0 12,2 0.001 0 1 15,0 0.001 0 -1 0.01 45 13,14 0.001 0 1 15,12 0.001 0 -1 13,15 0.001 1 0 0.0121 65 ::f,1,1 f,1,13 s,3,14 s,12,3 f,13,13 f,14,1 
10:0,3 0.001 1 1 2,1 0.001 -1 0 0,0 0.001 -1 1 1.0112 80 2,15 0.001 -1 0 1,15 0.001 1 0 2,14 0.001 1 0 0.004 45 12,0 0.001 -1 0 12,2 0.001 0 1 15,0 0.001 -1 -1 0.01 45 13,14 0.001 1 1 15,12 0.001 0 -1 14,15 0.001 1 0 0.0131 65 ::f,0,2 f,1,13 s,3,14 s,12,3 f,13,13 f,14,1 
11:0,3 0.001 1 0 1,1 0.001 -1 0 0,0 0.001 0 1 1.0122 80 2,15 0.001 -1 1 1,15 0.001 1 -1 2,14 0.001 1 0 0.004 45 12,0 0.001 -1 1 12,2 0.003 0 1 15,0 0.001 -1 0 0.01 45 13,14 0.001 1 0 15,12 0.001 -1 -1 15,15 0.001 1 0 0.0141 65 ::f,0,2 f,1,13 s,3,14 s,12,3 f,13,13 f,14,1 
12:1,3 0.001 1 0 1,1 0.001 -1 0 0,1 0.001 0 1 1.0142 80 2,15 0.001 0 1 1,15 0.001 0 -1 2,14 0.003 1 0 0.004 45 12,0 0.001 0 1 12,2 0.003 0 1 14,0 0.001 -1 0 0.011 45 14,14 0.001 1 0 15,12 0.001 -1 0 15,15 0.001 1 0 0.0151 65 ::f,0,2 f,1,13 s,3,14 s,12,3 f,13,13 f,14,1 
