update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,86,0.000000,"[0.000000]",1,5000,4.000000,4.000000,"[4.000000]",0.000000,"[0.000000]",4.000000,"[4.000000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
100,0,30365,23.300971,"[23.300971]",1,3583,310.690000,326.190000,"[326.190000]",31.000000,"[31.000000]",310.690000,"[310.690000]",100,0.000000,"[0]",14.000000,"[14]",15.000000,"[15]",127.000000,"[127]",103.000000,"[103]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",24.000000,"[24]",198.000000,"[198]"
200,0,60397,31.578947,"[31.578947]",1,3733,289.133000,310.133000,"[310.133000]",42.000000,"[42.000000]",289.133000,"[289.133000]",200,0.000000,"[0]",18.000000,"[18]",20.000000,"[20]",110.000000,"[110]",95.000000,"[95]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",30.000000,"[30]",188.000000,"[188]"
300,0,90363,23.076923,"[23.076923]",1,2000,429.653000,454.153000,"[454.153000]",49.000000,"[49.000000]",429.653000,"[429.653000]",300,0.000000,"[0]",11.000000,"[11]",20.000000,"[20]",191.000000,"[191]",104.000000,"[104]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",24.000000,"[24]",210.000000,"[210]"
400,0,120351,18.181818,"[18.181818]",1,2276,318.704000,358.204000,"[358.204000]",79.000000,"[79.000000]",318.704000,"[318.704000]",400,0.000000,"[0]",26.000000,"[26]",35.000000,"[35]",147.000000,"[147]",121.000000,"[121]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",21.000000,"[21]",260.000000,"[260]"
500,0,150381,27.480916,"[27.480916]",1,4109,428.315000,454.315000,"[454.315000]",52.000000,"[52.000000]",428.315000,"[428.315000]",500,0.000000,"[0]",14.000000,"[14]",22.000000,"[22]",173.000000,"[173]",131.000000,"[131]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",36.000000,"[36]",306.000000,"[306]"
600,0,180361,22.680412,"[22.680412]",1,4377,414.852000,436.352000,"[436.352000]",43.000000,"[43.000000]",414.852000,"[414.852000]",600,0.000000,"[0]",8.000000,"[8]",17.000000,"[17]",185.000000,"[185]",97.000000,"[97]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",22.000000,"[22]",220.000000,"[220]"
700,0,210371,27.777778,"[27.777778]",1,2139,415.852000,433.352000,"[433.352000]",35.000000,"[35.000000]",415.852000,"[415.852000]",700,0.000000,"[0]",4.000000,"[4]",13.000000,"[13]",179.000000,"[179]",90.000000,"[90]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",25.000000,"[25]",188.000000,"[188]"
800,0,240363,28.125000,"[28.125000]",1,2418,387.335000,397.335000,"[397.335000]",20.000000,"[20.000000]",387.335000,"[387.335000]",800,0.000000,"[0]",7.000000,"[7]",9.000000,"[9]",158.000000,"[158]",96.000000,"[96]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",27.000000,"[27]",200.000000,"[200]"
900,0,270347,26.363636,"[26.363636]",1,2155,444.453000,453.453000,"[453.453000]",18.000000,"[18.000000]",444.453000,"[444.453000]",900,0.000000,"[0]",6.000000,"[6]",8.000000,"[8]",183.000000,"[183]",110.000000,"[110]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",29.000000,"[29]",223.000000,"[223]"
